NAME_E,area,ha
Baynes Sound - Fanny Bay,58934.3776237536,5.893437762375362
Millard Creek,58792.0963538913,5.879209635389131
Silverdale,58683.5252711643,5.868352527116425
Gunboat Bay,58400.5788993994,5.840057889939938
Det San Ecological Reserve,58308.2136956602,5.830821369566023
Comox Slough - Rosenlof,58236.9694982507,5.823696949825069
Grand Forks - 1974,57310.1034005026,5.7310103400502586
Maltby Lake,57229.34274799,5.722934274799004
Goldpan Park,56358.1524551616,5.635815245516156
Summit Lake Park,55982.2362158867,5.598223621588666
Roderick Haig-Brown - Adams River - Chauncey,55764.3500412405,5.576435004124045
Squamish Estuary,55503.0648628736,5.550306486287364
Surrey Bend,54096.9959917217,5.409699599172175
Vanc. Island-Courtenay Wetland - Bevan Creek,54078.5693501048,5.407856935010478
Vanc. Island-Courtenay Wetland - Bevan Creek,54032.2629952338,5.403226299523376
Swishswash Island,52567.1266523544,5.256712665235438
Okanagan Mountain - 1989,51428.9042832139,5.142890428321389
Brigade Bluffs Nature Reserve,51404.0619713664,5.140406197136641
McFadden Creek Nature Sanctuary,50882.9459820893,5.088294598208926
Cowichan River Estuary - Arbutus,50842.881159462,5.084288115946204
Roderick Haig-Brown - Adams River - Gridiron,50470.0169663597,5.047001696635969
Cheam Lake,49604.2577135022,4.960425771350216
Okanagan Mountain - 1975,48449.5165817057,4.844951658170574
Peachland,48084.430556573,4.808443055657297
St Mary Lake,47525.3360888492,4.7525336088849235
Morrissey Park,47475.3433892694,4.747534338926943
Marshall Property,46471.7424492588,4.64717424492588
Fraser Estuary - South Arm Marsh Islands WMA (Gunn Island),46462.0324170168,4.64620324170168
Fraser Estuary- South Arm Marshes WMA (Frenchies Island),46382.3970175246,4.6382397017524575
Vanc. Island-Courtenay Wetland - Morisson Creek,46028.5147599541,4.602851475995407
Vaseux Lake - Franmar,45965.8255694546,4.596582556945458
McPhee Meadows,45868.0872731917,4.586808727319166
Sutton Pass Ecological Reserve,45527.1198607562,4.552711986075621
Marble River Estuary,44940.908298702,4.494090829870198
Field'S Lease Ecological Reserve,44899.4608913437,4.489946089134365
R. E. Taylor Conservation Property,44185.7104529291,4.418571045292914
Englishman River Estuary - 1984,43450.0626687212,4.345006266872119
"Cowichan River Estuary - Lot 19, 19A and 19B",42903.9165073563,4.290391650735634
Wigwam Flats - Lot 23,42645.8148095533,4.264581480955332
Tom Berry Road - Connal,41964.5120751206,4.196451207512058
Nicomen - Norrish Creek,41353.7064303849,4.135370643038489
Turtle Valley Farm,41339.0409179162,4.1339040917916225
St Mary Lake,41179.2296372503,4.1179229637250305
St Mary Lake,40937.1538740918,4.093715387409181
St Mary Lake,40719.3983940184,4.071939839401841
Midgeley Conservation Area,40692.9278119802,4.069292781198024
Clayoquot Island,40677.2719839548,4.067727198395482
Osoyoos Lake,40491.5603980129,4.049156039801287
Comstock Slough,40444.4710824136,4.044447108241357
Clearwater,40439.8002246693,4.043980022466927
Cranberry Lake - 1974,40317.2448784839,4.031724487848393
Raymond M Goodall,40186.5043671941,4.018650436719414
Nimpo Lake,40113.8386689248,4.0113838668924755
Roderick Haig-Brown - Adams River - Flamant 2,39887.6527462257,3.988765274622571
C. Cunningham Nature Reserve,39545.7240171875,3.9545724017187487
Rattlesnake Bluff,38955.4967757612,3.8955496775761245
Lincoln Creek Ranch,38327.4880099781,3.8327488009978086
Nanaimo River Estuary - Canada Cement,38186.4336699396,3.818643366993964
Talking Mountain Ranch,37510.7756018192,3.751077560181916
Talking Mountain Ranch,37510.7025280297,3.7510702528029682
Talking Mountain Ranch,37510.6957545895,3.7510695754589514
Talking Mountain Ranch,37510.598828936,3.7510598828935997
Talking Mountain Ranch,37510.587230416,3.7510587230416013
Talking Mountain Ranch,37510.5813783854,3.7510581378385424
Talking Mountain Ranch,37510.5805764049,3.751058057640493
Talking Mountain Ranch,37510.5058704615,3.7510505870461466
Genstar Wetlands,37489.5372196846,3.748953721968457
Valens Brook Nature Reserve,37475.9601926655,3.747596019266546
Swan Lake - Vernon,37235.9869746529,3.7235986974652855
Trust Creek - Mackenzie/Hamlin,37198.2465083376,3.719824650833756
Stemwinder Park,37124.6309901401,3.712463099014014
Nanaimo River Estuary - Dallas (Parcel A),37085.7030527974,3.7085703052797356
Vanc. Island-Courtenay Wetland - Piercy Creek,36642.6135792844,3.66426135792844
Naramata Benchland,36381.654606577,3.6381654606577007
Englishman River Estuary - 1981,36270.7985052497,3.6270798505249666
Lardeau - Duncan - Kootenay Co-op,36209.1263914136,3.620912639141362
"Nunns Creek - May, 1986",36104.4557742923,3.610445577429235
Whaleboat Island Marine Park,35415.8323577605,3.5415832357760517
Keremeos Creek - Wainwright,35200.843846377,3.5200843846376983
Alice Wall Estate,34162.2372646783,3.416223726467835
Addington Point Marsh,33979.8431847757,3.397984318477567
Hague Lake Island,33540.101234911,3.354010123491101
Widgeon Marsh Regional Park Reserve,33121.7891942373,3.3121789194237325
Three Creeks,32748.3016352821,3.2748301635282115
Cusheon Cove,32678.4930011465,3.2678493001146474
Lazo Marsh Wildlife Park / Clark Farm,32005.4145888109,3.2005414588810877
Katherine Tye Ecological Reserve,31529.9458536804,3.1529945853680372
Bellhouse Park,31054.1930816174,3.1054193081617356
Dunlevy - 1992,30832.3507768512,3.0832350776851176
Katherine Tye,30790.8805837035,3.0790880583703517
McQueen Slough - Rainer,30052.4856740013,3.0052485674001277
David Otter Nature Reserve,29505.3574151294,2.950535741512943
Salmon Arm Foreshore - Salmon Arm Bay - 1989,29094.0745280413,2.9094074528041296
Nanaimo River Estuary - Duke Point Addition,28944.7914892826,2.894479148928262
Scout Island - 1973,28802.1978230868,2.8802197823086755
Widgeon Marsh Regional Park Reserve,28518.0758530498,2.8518075853049756
Centre Creek,28434.8649824262,2.8434864982426165
Winter Wren Wood Nature Reserve,28280.2918803021,2.828029188030213
Nanaimo River Estuary - Duke Point Addition,27977.7982272194,2.7977798227219375
Koeye Estuary - DL 1336,27828.1159421441,2.7828115942144067
Chemainus Estuary - Catalyst,27291.7837083442,2.7291783708344215
Thetis Island Bat Caves,27257.2278799713,2.7257227879971264
Keremeos Creek - Wainwright,27220.2082048506,2.7220208204850556
Grindrod,27127.6384129915,2.7127638412991537
Elk Valley Heritage Conservation Area - Fee Simple,26300.3637154512,2.630036371545121
Todd Road,26125.6616799459,2.6125661679945886
Sandwell Park,26118.0646662498,2.6118064666249787
Cowichan River Estuary - Koksilah,26073.7462546318,2.607374625463178
Redfish Creek - 1979,25552.7946788035,2.555279467880353
Valens Creek Nature Reserve,25512.1317926515,2.551213179265149
Eagle Bluff (SORCO),25251.9999636021,2.525199996360205
Chilliwack River,25078.3930117437,2.507839301174367
Cowichan River Estuary - Evans,24691.206582777,2.469120658277697
Dunlevy - 1992,24412.392971117,2.441239297111705
Clayoquot Island,24058.9338536658,2.4058933853665834
Tsolum River Commons,23827.8084243503,2.382780842435034
Roderick Haig-Brown - Adams River - Millward,23528.7433134033,2.3528743313403333
Blackburn Lake Nature Reserve,23395.3893095655,2.3395389309565537
Marble River Estuary,23304.6499269102,2.3304649926910175
Edith Lake,22643.1639722763,2.2643163972276263
Elk Valley Heritage Conservation Area - Fee Simple,22579.655961066,2.257965596106602
Sunset Trail,22495.2290538773,2.2495229053877295
Clayoquot Island,22483.1899908707,2.2483189990870653
Clayoquot Island,22252.2955574789,2.225229555747891
Morrisey Meadows,21967.9803390428,2.196798033904284
Clayoquot Island,21701.7007087022,2.1701700708702205
"Savary Island - Lots 35 & 36, DL1375",21650.016354816,2.1650016354816035
Okanagan River Oxbow - ORWHFS,21592.3822428293,2.1592382242829307
Race Rocks Ecological Reserve,21413.8007893879,2.1413800789387896
Frolek Ranch,21027.4138567802,2.1027413856780157
Clayoquot Island,20973.8433427317,2.097384334273171
Clayoquot Island,20710.394290451,2.071039429045096
Tom Berry Road - Connal,20547.4854464745,2.0547485446474516
Wigwam Flats - Lot 2,20473.748848483,2.0473748848482964
Comox Slough - Simpson Farm,20386.2872743491,2.0386287274349075
Clayoquot Island,20377.6121545881,2.0377612154588105
Burren's Acres Nature Reserve,20268.140841315,2.0268140841315034
Keremeos Creek - Wainwright,20239.1766059399,2.0239176605939866
Keremeos Creek - Wainwright,20234.0113395751,2.0234011339575053
Keremeos Creek - Wainwright,20233.4647439718,2.0233464743971825
Keremeos Creek - Wainwright,20230.856482517,2.0230856482516972
Keremeos Creek - Wainwright,20226.7624408081,2.0226762440808117
"Wigwam Flats - Lots 57, 58",20206.1884922683,2.020618849226832
Wigwam Flats - Lot 3,20204.4811104195,2.0204481110419494
Keremeos Creek - Wainwright,20178.0846988,2.01780846988
Keremeos Creek - Wainwright,20166.3198529123,2.0166319852912333
Keremeos Creek - Wainwright,20148.5985441804,2.0148598544180394
"Wigwam Flats - Lots 57, 58",19965.7676176634,1.9965767617663368
Clayoquot Island,19678.1334935077,1.9678133493507746
Darkwoods Office,19377.4265984669,1.9377426598466934
Okanagan River Oxbow - ORWHFS,19119.0589687265,1.9119058968726546
Northey Lake - Black Creek - Phase III,19065.3700560518,1.906537005605176
Duck Meadow - Fallis,19022.4102593428,1.9022410259342752
Centre Creek,18750.0719013959,1.8750071901395917
Centre Creek,18739.094998999,1.8739094998999033
Fraser Estuary - Harlock Island,18627.7167637795,1.862771676377952
Oyama Wetland,18326.4720656276,1.8326472065627575
Keremeos Creek - Wainwright,18069.5749775618,1.806957497756183
Baeria Rocks Ecological Reserve,17967.8580340194,1.796785803401936
Englishman River Estuary - 1982,17898.1729300139,1.7898172930013931
Columbia River - Habart,17845.2865942105,1.784528659421054
Sheep Mountain Ranch - Cutts,17838.3182708025,1.7838318270802498
Clayoquot Island,17796.8253124296,1.7796825312429574
Somenos Lake - Silva,17742.0562222814,1.774205622228142
Ruby Alton Nature Reserve,17703.5446568243,1.7703544656824322
Oswald Bass,17617.25047551,1.7617250475510025
Botanical Beach,17526.0851755217,1.752608517552167
Swan Lake,17511.8578450503,1.7511857845050283
Oyama Wetland,16940.5839657914,1.694058396579139
Sechelt Marsh,16938.294347361,1.6938294347360978
Rivers Inlet Conservation Lands,16818.1827544828,1.6818182754482842
Hudson Rocks Ecological Reserve,15588.2886052974,1.558828860529745
Madrona Farm,15538.2318217754,1.5538231821775437
Retreat Island Nature Reserve,15491.9559919467,1.5491955991946742
Okanagan River Oxbow - Schafer,15369.3357627746,1.5369335762774572
Lepas Bay Ecological Reserve,15067.6638325881,1.506766383258812
Keremeos Creek - Wainwright,14652.901698512,1.4652901698512024
Swan Lake,14563.4638161808,1.4563463816180826
Rose Islets Ecological Reserve,14247.6019908441,1.4247601990844123
Roderick Haig-Brown - Adams River - Flamant 1,14220.1247468777,1.42201247468777
Okanagan River Oxbow - ORWHFS,13523.0732119959,1.3523073211995884
Swan Lake - Christmas Hill,13508.5146281496,1.3508514628149568
Addington Point Marsh,13166.530096544,1.3166530096543954
Oswald Bass,12973.3245728165,1.2973324572816491
Rainbow Island,12969.224226166,1.296922422616603
Rock Bay Marine Park,12437.6524873679,1.2437652487367856
Oswald Bass,12173.4742531776,1.2173474253177643
Oyama Wetland,11963.5839594654,1.196358395946538
Ten Mile Point Ecological Reserve,11390.2326847792,1.1390232684779213
Memory Island Park,11025.0693194205,1.1025069319420495
Cowichan Garry Oak Preserve,10916.6979314648,1.091669793146476
Centre Creek,10765.2653503348,1.0765265350334812
Swan Lake,10677.2371901423,1.0677237190142275
Swan Lake - Christmas Hill,10440.8858943281,1.044088589432807
Canoe Islets Ecological Reserve,10251.7625533142,1.0251762553314212
South Fraser Way Snail Property,9962.55305919424,0.9962553059194237
"Baynes Sound - Coal Creek, 1988",9908.07936368557,0.9908079363685567
Nanaimo River Estuary - Duke Point (Indian Reserve),9876.9628552522,0.9876962855252205
MacDougall Forest,9826.26028216537,0.9826260282165371
Matson Conservation Area,9815.92809822597,0.9815928098225966
Nisga'A Memorial Lava Bed Corridor Protected Area,9797.66041850131,0.9797660418501306
Salmon River Estuary - Lot 1498 (Minstrel Air),9793.78360279293,0.9793783602792926
Taylor Landing Park,9087.37351203198,0.9087373512031977
Benvoulin Woods,8920.79226887226,0.8920792268872261
Silverdale,8474.67422660008,0.847467422660008
Quintal Floodplain,8196.15227466822,0.8196152274668217
Scout Island - 1982,8170.29920972697,0.8170299209726974
Widgeon Marsh Regional Park Reserve,8107.28176144557,0.81072817614455706
"Baynes Sound - Coal Creek, 1988",7998.50280570518,0.7998502805705182
"Vaseux Lake - Sublot 35, lot 1",7969.70001652092,0.7969700016520918
Avola Creek,7889.58264224045,0.788958264224045
Swan Lake,7701.70961891208,0.7701709618912078
Okanagan River Oxbow - ORWHFS,7609.59506412642,0.7609595064126421
Trent River Estuary,7557.89700879715,0.7557897008797154
Wards Lake,7394.82938289177,0.7394829382891767
Okanagan River Oxbow - ORWHFS,7352.79267019778,0.7352792670197785
"Cowichan River Estuary - Lot 19, 19A and 19B",7145.57630337309,0.7145576303373091
Waldie Island,7079.18297573552,0.7079182975735515
Tom Berry Road - Pick,7046.41642654978,0.7046416426549782
Windebank Creek,6991.86432034662,0.699186432034662
Kieran Galbraith Memorial Park Shoreacres Beach,6308.29585702717,0.6308295857027173
Elizabeth Lake,6222.7569741914,0.6222756974191405
"Englishman River Estuary - 1984, BCFP",5873.25490743027,0.5873254907430266
Englishman River - Top Bridge,5618.20704298466,0.5618207042984664
Clare Winnett Copeland,5541.86501282599,0.554186501282599
Rose Valley Pond,5356.79944368359,0.5356799443683588
Horton Bayviary Nature Reserve,5306.77420668025,0.5306774206680246
Ryder Creek,5232.62779559637,0.5232627795596374
Salmon Arm Foreshore - Salmon Arm Bay - 1988,5227.05981077254,0.5227059810772539
Kitsumkalum Lake North - DL5117,5147.48373726103,0.5147483737261035
Kitsumkalum Lake North - DL5117,5104.6299822405,0.5104629982240498
Laughlin Lake Nature Reserve,5046.47884695977,0.504647884695977
Scout Island - 1988,4969.29858851992,0.4969298588519916
Buttertubs Marsh - Cardinal Investments Ltd.,4785.91451016162,0.4785914510161616
Redmond Pit,4733.89961731434,0.4733899617314339
Tom Berry Road - Everest,4670.9597466886,0.46709597466886044
Ballingall Islets Ecological Reserve,4564.84142613877,0.4564841426138766
Redmond Pit,4362.48453243077,0.4362484532430768
Simmerling,4264.72241648845,0.4264722416488454
Somenos Flats - Mitigation Lands,4252.75888260826,0.42527588826082646
1306 Savary Island Road,4213.17045985442,0.4213170459854417
Widgeon Marsh Regional Park Reserve,4145.90116916376,0.4145901169163757
Tom Berry Road - Gardner,4032.22459960054,0.4032224599600537
Tom Berry Road - Gardner,3989.46559710801,0.3989465597108007
Buccaneer Bay Park,3682.50071904866,0.36825007190486647
Ocean Blue,3576.46645893948,0.3576466458939482
Baynes Sound - Rosewall Creek,3556.39604846481,0.3556396048464812
Brooklyn Creek - Lot 8,3422.98348832317,0.3422983488323167
Princeton Grasslands - MapleCross Meadow,3325.67588317767,0.3325675883177668
Buttertubs Marsh - Hygh,3300.36065472662,0.33003606547266245
"Baynes Sound - Coal Creek, 1988",3263.27260918525,0.32632726091852526
Wells Sanctuary,3255.70652183722,0.32557065218372155
Widgeon Edwards,3239.67543890607,0.3239675438906066
Grace Islet,3132.47408064376,0.31324740806437623
Addington Point Marsh,3105.60026442632,0.3105600264426321
"Cowichan River Estuary - Lot 19, 19A and 19B",3038.12092101527,0.3038120921015274
Redfish Creek - 1979,2951.42301781743,0.2951423017817433
Qualicum Bat House,2675.46019963548,0.2675460199635476
"Baynes Sound - Coal Creek, 1990",2642.63332203822,0.2642633322038222
Rivers Inlet Conservation Lands,2523.76580378984,0.25237658037898364
Coats Millstone Nature Reserve,2482.96326161362,0.24829632616136224
Otter Lake Protected Area,2385.57245972418,0.23855724597241787
Wells Sanctuary,2328.74362222105,0.23287436222210525
Clare Winnett Copeland,2164.18454764562,0.2164184547645622
Redfish Creek - 1977,2097.479825221,0.20974798252210022
Redmond Pit,2005.60132922226,0.20056013292222633
Clare Winnett Copeland,1988.77071524074,0.19887707152407383
Brooklyn Creek - That Part of DL87,1956.75847303122,0.1956758473031223
Vancouver Boulevard Old Growth,1449.94203057885,0.14499420305788516
Addington Point Marsh,1448.30230316287,0.14483023031628692
Vancouver Boulevard Old Growth,1426.93522357196,0.14269352235719562
Vancouver Boulevard Old Growth,1399.23716851184,0.13992371685118415
Ocean Blue,1393.70711153001,0.1393707111530006
SILT lot 3 (Gouin Donation),1356.17210760713,0.13561721076071262
White Lake Basin Biodiversity Ranch - Turtle Pond,1354.28913611785,0.1354289136117848
Vancouver Boulevard Old Growth,1301.05185197573,0.13010518519757316
Rodgers Road Wetland - Lot 39,1255.99258914031,0.1255992589140311
Rodgers Road Wetland,1193.63181266934,0.11936318126693368
Ocean Blue,1170.20653411373,0.1170206534113735
Rodgers Road Wetland,1145.18417368969,0.11451841736896895
Anne Hodgins Donation,1076.18948253989,0.10761894825398922
Ocean Blue,931.527656864724,0.09315276568647242
Cowichan River Estuary - Parcel D,924.890893496573,0.0924890893496573
Avola Creek,915.758638814441,0.09157586388144409
Avola Creek,909.380005615763,0.09093800056157633
Helen R. Macdonald and J. Douglas Hannay Reserve,892.606696579605,0.08926066965796053
Indian Point,840.167238233378,0.08401672382333782
Addington Point Marsh,813.740292701033,0.08137402927010334
Lot A Block 8A,752.244610561349,0.0752244610561349
Indian Point,741.070282018278,0.07410702820182778
Ocean Blue,723.042044482194,0.07230420444821939
Indian Point,718.971529453062,0.07189715294530616
Indian Point,716.178085465916,0.07161780854659155
Daryl Duke Memorial Forest,696.509537741542,0.06965095377415419
Indian Point,688.470646236558,0.06884706462365575
Indian Point,656.773371369112,0.06567733713691123
Ocean Blue,557.691305216402,0.05576913052164018
Lazo Marsh - 2005,494.018117193744,0.04940181171937438
Addington Point Marsh,490.460155205801,0.04904601552058011
Cranberry Lake - 1976,454.033595047251,0.045403359504725085
Courtenay Estuary-Vanderande,397.956302287988,0.03979563022879884
Widgeon Edwards,356.637250404805,0.035663725040480494
Colleen's Beach Park,306.563828772865,0.030656382877286524
Wells Sanctuary,156.153489002958,0.015615348900295794
